,Name,Score,Score_Rank,Popularity_Rank,Members,Favorites,Studio,episodes,Genres,Theme(s),Demographic,rating,duration,platform,aired_time,overview,related_animes,caracter_name,hero,sup_heros,supporters,Adaptation,Prequel,Alternative_version,Side_story,Sequel
16,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,8.94,17,1482,138990,956,A-1 Pictures,1,"Comedy, Drama, Romance",School,Seinen,PG-13 - Teens 13 or older,1 hr. 36 min.,Movie,Dec 17/2022,"After their first kiss, Kaguya Shinomiya and Miyuki Shirogane are left unsure where their relationship stands. The troubling uncertainty of whether they could be considered an official couple unleashes newfound problems as both Kaguya and Shirogane struggle to sort out their feelings.While the lovestruck student council officers fret, the Christmas season rolls around, and romance is in the air. In the face of widespread tenderness, Kaguya and Shirogane must endure their affectionate battle of wits once more. Should they reconcile their feelings for one another, they may find themselves within reach of what they have both been longing for so long: true love.","{'Adaptation': 'Kaguya-sama wa Kokurasetai__Tensai-tachi no Renai Zunousen', 'Prequel': 'Kaguya-sama wa Kokurasetai__Ultra Romantic'}","{'Kaguya Shinomiya': 'Main', 'Miyuki Shirogane': 'Main', 'Yuu Ishigami': 'Supporting', 'Chika Fujiwara': 'Supporting', 'Ai Hayasaka': 'Supporting', 'Miko Iino': 'Supporting', 'Kei Shirogane': 'Supporting', 'Father Shirogane': 'Supporting', 'Maki Shijou': 'Supporting'}",Kaguya Shinomiya,['Miyuki Shirogane'],"['Yuu Ishigami', 'Chika Fujiwara', 'Ai Hayasaka', 'Miko Iino', 'Kei Shirogane', 'Father Shirogane', 'Maki Shijou']",Kaguya-sama wa Kokurasetai__Tensai-tachi no Renai Zunousen,Kaguya-sama wa Kokurasetai__Ultra Romantic,,,
17,Koe no Katachi,8.94,18,19,2157664,82230,Kyoto Animation,1,"Award Winning, Drama",Romantic Subtext,Shounen,PG-13 - Teens 13 or older,2 hr. 10 min.,Movie,Sep 17/2016,"As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye.Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends.Koe no Katachi tells the heartwarming tale of Shouya reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past.","{'Adaptation': 'Koe no Katachi', 'Other': 'Koe no Katachi Specials'}","{'Shouko Nishimiya': 'Main', 'Shouya Ishida': 'Main', 'Yuzuru Nishimiya': 'Supporting', 'Naoka Ueno': 'Supporting', 'Tomohiro Nagatsuka': 'Supporting', 'Maria Ishida': 'Supporting', 'Miyako Ishida': 'Supporting', 'Miyoko Sahara': 'Supporting', 'Satoshi Mashiba': 'Supporting'}",Shouko Nishimiya,['Shouya Ishida'],"['Yuzuru Nishimiya', 'Naoka Ueno', 'Tomohiro Nagatsuka', 'Maria Ishida', 'Miyako Ishida', 'Miyoko Sahara', 'Satoshi Mashiba']",Koe no Katachi,,,,
18,Clannad: After Story,8.93,19,111,1138615,68564,Kyoto Animation,24,"Drama, Romance, Supernatural",Romantic Subtext,Shounen,PG-13 - Teens 13 or older,24 min. ,TV,Oct 3/2008 to Mar 27/2009,"Clannad: After Story, the sequel to the critically acclaimed slice-of-life series Clannad, begins after Tomoya Okazaki and Nagisa Furukawa graduate from high school. Together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa support. Through the couple dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World true purpose.Based on the visual novel by Key and produced by Kyoto Animation, Clannad: After Story is an impactful drama highlighting the importance of family and the struggles of adulthood.","{'Alternative version': 'Clannad Movie', 'Prequel': 'Clannad', 'Alternative setting': 'Clannad__After Story - Mou Hitotsu no Sekai, Kyou-hen'}","{'Tomoya Okazaki': 'Main', 'Nagisa Furukawa': 'Main', 'Ushio Okazaki': 'Main', 'Tomoyo Sakagami': 'Supporting', 'Kyou Fujibayashi': 'Supporting', 'Fuuko Ibuki': 'Supporting', 'Akio Furukawa': 'Supporting', 'Kotomi Ichinose': 'Supporting', 'Youhei Sunohara': 'Supporting', 'Sanae Furukawa': 'Supporting'}",Tomoya Okazaki,"['Nagisa Furukawa', 'Ushio Okazaki']","['Tomoyo Sakagami', 'Kyou Fujibayashi', 'Fuuko Ibuki', 'Akio Furukawa', 'Kotomi Ichinose', 'Youhei Sunohara', 'Sanae Furukawa']",,Clannad,Clannad Movie,,
19,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.92,20,966,226206,2080,Sunrise,1,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai, Time Travel",Shounen,PG-13 - Teens 13 or older,1 hr. 50 min.,Movie,Jul 6/2013,"When Gintoki apprehends a movie pirate at a premiere, he checks the camera footage and finds himself transported to a bleak, post-apocalyptic version of Edo, where a mysterious epidemic called the ""White Plague"" has ravished the world population. It turns out that the movie pirate wasn't a pirate after all—it was an android time machine, and Gintoki has been hurtled five years into the future! Shinpachi and Kagura, his Yorozuya cohorts, have had a falling out and are now battle-hardened solo vigilantes and he himself has been missing for years, disappearing without a trace after scribbling a strange message in his journal.Setting out in the disguise given to him by the android time machine, Gintoki haphazardly reunites the Yorozuya team to investigate the White Plague, and soon discovers that the key to saving the future lies in the darkness of his own past. Determined to confront a powerful foe, he makes an important discovery—with a ragtag band of friends and allies at his side, he doesn't have to fight alone.","{'Adaptation': 'Gekijouban Gintama__Kanketsu-hen - Yorozuya yo Eien Nare', 'Parent story': 'Gintama', 'Character': 'Gintama x Mameshiba', 'Sequel': 'Gintama°'}","{'Gintoki Sakata': 'Main', 'Shinpachi Shimura': 'Main', 'Kotarou Katsura': 'Main', 'Toushirou Hijikata': 'Supporting', 'Sougo Okita': 'Supporting', 'Shinsuke Takasugi': 'Supporting', 'Taizou Hasegawa': 'Supporting'}",Gintoki Sakata,"['Shinpachi Shimura', 'Kotarou Katsura']","['Toushirou Hijikata', 'Sougo Okita', 'Shinsuke Takasugi', 'Taizou Hasegawa']",Gekijouban Gintama__Kanketsu-hen - Yorozuya yo Eien Nare,,,,Gintama°
20,Code Geass: Hangyaku no Lelouch R2,8.91,21,47,1678865,73971,Sunrise,25,"Action, Award Winning, Drama, Sci-Fi","Mecha, Military, Super Power",Shounen,R - 17+ (violence & profanity),24 min. ,TV,Apr 6/2008 to Sep 28/2008,"One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11 resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt.Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started, in this thrilling conclusion to the series.","{'Adaptation': 'Code Geass__Hangyaku no Lelouch', 'Prequel': 'Code Geass__Hangyaku no Lelouch', 'Side story': 'Code Geass__Hangyaku no Lelouch R2 Picture Drama', 'Summary': 'Code Geass__Hangyaku no Lelouch R2 Special Edition - Zero Requiem', 'Alternative version': 'Code Geass__Hangyaku no Lelouch II - Handou'}","{'Lelouch Lamperouge': 'Main', 'Kallen Stadtfeld': 'Main', 'Suzaku Kururugi': 'Main', 'Jeremiah Gottwald': 'Main', 'Shirley Fenette': 'Supporting', 'Lloyd Asplund': 'Supporting', 'Rolo Lamperouge': 'Supporting', 'Cornelia li Britannia': 'Supporting', 'Nunnally Lamperouge': 'Supporting'}",Lelouch Lamperouge,"['Kallen Stadtfeld', 'Suzaku Kururugi', 'Jeremiah Gottwald']","['Shirley Fenette', 'Lloyd Asplund', 'Rolo Lamperouge', 'Cornelia li Britannia', 'Nunnally Lamperouge']",Code Geass__Hangyaku no Lelouch,Code Geass__Hangyaku no Lelouch,Code Geass__Hangyaku no Lelouch II - Handou,Code Geass__Hangyaku no Lelouch R2 Picture Drama,
21,Violet Evergarden Movie,8.91,22,376,531013,7975,Kyoto Animation,1,"Award Winning, Drama, Fantasy","Mecha, Military, Super Power",Shounen,PG-13 - Teens 13 or older,2 hr. 20 min.,Movie,Sep 18/2020,"Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear.Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed.","{'Adaptation': 'Violet Evergarden', 'Prequel': 'Violet Evergarden'}","{'Violet Evergarden': 'Main', 'Gilbert Bougainvillea': 'Main', 'Benedict Blue': 'Supporting', 'Cattleya Baudelaire': 'Supporting', 'Claudia Hodgins': 'Supporting', 'Dietfried Bougainvillea': 'Supporting', 'Iris Cannary': 'Supporting', 'Erica Brown': 'Supporting', 'Clara Magnolia': 'Supporting'}",Violet Evergarden,['Gilbert Bougainvillea'],"['Benedict Blue', 'Cattleya Baudelaire', 'Claudia Hodgins', 'Dietfried Bougainvillea', 'Iris Cannary', 'Erica Brown', 'Clara Magnolia']",Violet Evergarden,Violet Evergarden,,,
22,Bocchi the Rock!,8.89,23,547,378947,18483,CloverWorks,12,"Award Winning, Drama, Fantasy","CGDCT, Music",Shounen,PG-13 - Teens 13 or older,23 min. ,TV,Oct 9/2022 to Dec 25/2022,"Yearning to make friends and perform live with a band, lonely and socially anxious Hitori ""Bocchi"" Gotou devotes her time to playing the guitar. On a fateful day, Bocchi meets the outgoing drummer Nijika Ijichi, who invites her to join Kessoku Band when their guitarist, Ikuyo Kita, flees before their first show. Soon after, Bocchi meets her final bandmate—the cool bassist Ryou Yamada.Although their first performance together is subpar, the girls feel empowered by their shared love for music, and they are soon rejoined by Kita. Finding happiness in performing, Bocchi and her bandmates put their hearts into improving as musicians while making the most of their fleeting high school days.",{'Adaptation': 'Bocchi the Rock!'},"{'Hitori Gotou': 'Main', 'Ryou Yamada': 'Main', 'Nijika Ijichi': 'Main', 'Ikuyo Kita': 'Main', 'Kikuri Hiroi': 'Supporting', 'Seika Ijichi': 'Supporting', 'Futari Gotou': 'Supporting', 'Michiyo Gotou': 'Supporting', 'Naoki Gotou': 'Supporting'}",Hitori Gotou,"['Ryou Yamada', 'Nijika Ijichi', 'Ikuyo Kita']","['Kikuri Hiroi', 'Seika Ijichi', 'Futari Gotou', 'Michiyo Gotou', 'Naoki Gotou']",Bocchi the Rock!,,,,
23,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,8.88,24,1188,182242,1012,Bandai Namco Pictures,14,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,PG-13 - Teens 13 or older,24 min. ,TV,Jul 9/2018 to Oct 8/2018,"Following the temporary retreat of the Altana Liberation Army from the Kabuki District, the state of the war has seemingly improved. However, as the Oniwaban, Shinsengumi, and residents of the district combat the army remnants, Edo greatest inventor Gengai Hiraga is abducted. Responsible for causing the enemy withdrawal by rendering their weapons useless, Gengai nanomachine virus is now at risk of being shut down.Meanwhile, a laser capable of obliterating a planet is activated in Earth orbit on the Liberation Army mother ship. Another battle ensues when Shinsuke Takasugi and the rest of the Kiheitai arrive on the vessel to stop the weapon from firing. Forced to fight a war on two fronts, the Yorozuya and their allies must prevail on both sides to save Edo and the rest of the world.","{'Adaptation': 'Gintama', 'Prequel': 'Gintama.__Shirogane no Tamashii-hen', 'Sequel': 'Gintama__The Final'}","{'Gintoki Sakata': 'Main', 'Shinpachi Shimura': 'Main', 'Kotarou Katsura': 'Main', 'Toushirou Hijikata': 'Supporting', 'Sougo Okita': 'Supporting', 'Shinsuke Takasugi': 'Supporting', 'Taizou Hasegawa': 'Supporting'}",Gintoki Sakata,"['Shinpachi Shimura', 'Kotarou Katsura']","['Toushirou Hijikata', 'Sougo Okita', 'Shinsuke Takasugi', 'Taizou Hasegawa']",Gintama,Gintama.__Shirogane no Tamashii-hen,,,Gintama__The Final
24,Owarimonogatari 2nd Season,8.88,25,561,375307,8404,Shaft,7,"Comedy, Mystery, Supernatural",Vampire,Shounen,R - 17+ (violence & profanity),22 min. ,TV,Aug 12/2017 to Aug 13/2017,"Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place.Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored. As Araragi peels back the layers of mystery surrounding an apparition, he discovers a truth not meant to be revealed.","{'Adaptation': 'Monogatari Series__Final Season', 'Prequel': 'Owarimonogatari', 'Summary': 'Owarimonogatari 2nd Season Recaps', 'Sequel': 'Zoku Owarimonogatari'}","{'Hitagi Senjougahara': 'Main', 'Koyomi Araragi': 'Main', 'Mayoi Hachikuji': 'Main', 'Ougi Oshino': 'Main', 'Shinobu Oshino': 'Supporting', 'Tsubasa Hanekawa': 'Supporting', 'Suruga Kanbaru': 'Supporting', 'Nadeko Sengoku': 'Supporting', 'Yotsugi Ononoki': 'Supporting', 'Meme Oshino': 'Supporting'}",Hitagi Senjougahara,"['Koyomi Araragi', 'Mayoi Hachikuji', 'Ougi Oshino']","['Shinobu Oshino', 'Tsubasa Hanekawa', 'Suruga Kanbaru', 'Nadeko Sengoku', 'Yotsugi Ononoki', 'Meme Oshino']",Monogatari Series__Final Season,Owarimonogatari,,,Zoku Owarimonogatari
25,Monster,8.86,26,144,984670,45645,Madhouse,74,"Drama, Mystery, Suspense","Adult Cast, Psychological",Seinen,R+ - Mild Nudity,24 min. ,TV,Apr 7/2004 to Sep 28/2005,"Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event changes Dr. Tenma life forever. While preparing to perform surgery on someone, he gets a call from the hospital director telling him to switch patients and instead perform life-saving brain surgery on a famous performer. His fellow doctors, fiancée, and the hospital director applaud his accomplishment; but because of the switch, a poor immigrant worker is dead, causing Dr. Tenma to have a crisis of conscience.So when a similar situation arises, Dr. Tenma stands his ground and chooses to perform surgery on the young boy Johan Liebert instead of the town mayor. Unfortunately, this choice leads to serious ramifications for Dr. Tenma—losing his social standing being one of them. However, with the mysterious death of the director and two other doctors, Dr. Tenma position is restored. With no evidence to convict him, he is released and goes on to attain the position of hospital director.Nine years later when Dr. Tenma saves the life of a criminal, his past comes back to haunt him—once again, he comes face to face with the monster he operated on. He must now embark on a quest of pursuit to make amends for the havoc spread by the one he saved.","{'Adaptation': 'Monster', 'Summary': 'Monster Extra__Hottan'}","{'Johan Liebert': 'Main', 'Kenzou Tenma': 'Main', 'Anna Liebert': 'Main', 'Wolfgang Grimmer': 'Supporting', 'Heinrich Lunge': 'Supporting', 'Eva Heinemann': 'Supporting', 'Martin Reest': 'Supporting', 'Julius Reichwein': 'Supporting'}",Johan Liebert,"['Kenzou Tenma', 'Anna Liebert']","['Wolfgang Grimmer', 'Heinrich Lunge', 'Eva Heinemann', 'Martin Reest', 'Julius Reichwein']",Monster,,,,
